numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin_pred
3456,PRJLANR5L16BTC2600,PA719436,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;5, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Ce diagnostic ne doit pas &#x00EA;tre consid&#x00E9;r&#x00E9; comme une garantie ou une &#x00E9;valuation, mais plut&#x00F4;t comme un avis consultatif, un outil d&#x2019;orientation et d&#x2019;assistance &#x00E0; l&#x2019;investissement. Il ne peut en aucun cas &#x00EA;tre exig&#x00E9; par une assurance, une banque ou tout autre acteur susceptible d&#x2019;orienter une d&#x00E9;cision en fonction du contenu de ce diagnostic, lequel demeure facultatif.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28370,Tombé,,,RN,CRSANR5L16S2024O1N206,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N206,"Après l’alinéa 5, insérer l’alinéa suivant :« Ce diagnostic ne doit pas être considéré comme une garantie ou une évaluation, mais plutôt comme un avis consultatif, un outil d’orientation et d’assistance à l’investissement. Il ne peut en aucun cas être exigé par une assurance, une banque ou tout autre acteur susceptible d’orienter une décision en fonction du contenu de ce diagnostic, lequel demeure facultatif. »",
2675,PRJLANR5L16BTC2600,PA794562,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;l&#x2019;alin&#x00E9;a&nbsp;4, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;concourent&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;prioritairement&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 4, après le mot : « concourent »,insérer le mot :« prioritairement ».",
4819,PRJLANR5L16BTC2600,PA793218,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;22, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;2&#x00B0;&nbsp;<i>bis</i> Sa capacit&#x00E9; &#x00E0; prot&#x00E9;ger la sant&#x00E9; des Fran&#x00E7;ais en interdisant l&#x2019;importation de denr&#x00E9;es alimentaires produites avec des substances actives proscrites au sein de l&#x2019;Union europ&#x00E9;enne&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 22, insérer l’alinéa suivant :« 2° bis Sa capacité à protéger la santé des Français en interdisant l’importation de denrées alimentaires produites avec des substances actives proscrites au sein de l’Union européenne ; ».",VTANR5L16V3776
4443,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;6, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;2&#x00B0;&nbsp;<i>bis</i> Sa capacit&#x00E9; &#x00E0; mettre fin aux surtranspositions des normes europ&#x00E9;ennes au niveau national&nbsp;parce qu&#x2019;elles g&#x00E9;n&#x00E8;rent une distorsion de concurrence pour les agriculteurs fran&#x00E7;ais au sein du march&#x00E9; unique de l&#x2019;Union europ&#x00E9;enne&nbsp;;&nbsp;&#x00BB;<br><br><br></p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 6, insérer l’alinéa suivant :« 2° bis Sa capacité à mettre fin aux surtranspositions des normes européennes au niveau national parce qu’elles génèrent une distorsion de concurrence pour les agriculteurs français au sein du marché unique de l’Union européenne ; »",
5031,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;21 par les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;et fran&#x00E7;aise&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,Compléter l’alinéa 21 par les mots :« et française ». ,
3737,PRJLANR5L16BTC2600,PA794946,PO800520,"<p style=""text-align: justify;"">Supprimer les alin&#x00E9;as 5 et 6.</p>",RUANR5L16S2024IDS28370,Tombé,,,RN,CRSANR5L16S2024O1N206,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N206,Supprimer les alinéas 5 et 6.,
1227,PRJLANR5L16BTC2600,PA794314,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;3, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Les normes de l&#x2019;Union europ&#x00E9;enne en mati&#x00E8;re agricole et environnementale sont transpos&#x00E9;es dans la stricte volont&#x00E9; du l&#x00E9;gislateur europ&#x00E9;en, sans surtransposition nationale.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 3, insérer l’alinéa suivant :« Les normes de l’Union européenne en matière agricole et environnementale sont transposées dans la stricte volonté du législateur européen, sans surtransposition nationale. »",
965,PRJLANR5L16BTC2600,PA794030,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter&nbsp;l&#x2019;alin&#x00E9;a&nbsp;7 par les mots&nbsp;:</p><p style=""text-align: justify;"">&nbsp;&#x00AB;&nbsp;, ces dispositions ne permettant pas de justifier la r&#x00E9;duction des capacit&#x00E9;s agricoles et d&#x2019;&#x00E9;levage fran&#x00E7;aises&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Compléter l’alinéa 7 par les mots : « , ces dispositions ne permettant pas de justifier la réduction des capacités agricoles et d’élevage françaises »",VTANR5L16V3744
4297,PRJLANR5L16BTC2600,PA793254,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;article L.&nbsp;2 du code rural et de la p&#x00EA;che maritime, il est ins&#x00E9;r&#x00E9; un article L.&nbsp;2&#x2011;1&nbsp;ainsi r&#x00E9;dig&#x00E9;&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Art.&nbsp;L.&nbsp;2&#x2011;1.</i>&nbsp;&#x2013;&nbsp;L&#x2019;&#x00C9;tat reconna&#x00EE;t l&#x2019;int&#x00E9;r&#x00EA;t primordial du pastoralisme dans la lutte contre l&#x2019;extension des feux d&#x2019;espaces naturels.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28362,Rejeté,,,RN,CRSANR5L16S2024O1N198,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N198,"Après l’article L. 2 du code rural et de la pêche maritime, il est inséré un article L. 2‑1 ainsi rédigé :« Art. L. 2‑1. – L’État reconnaît l’intérêt primordial du pastoralisme dans la lutte contre l’extension des feux d’espaces naturels. »",
3926,PRJLANR5L16BTC2600,PA794354,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;30, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>k)</i> Orienter la politique commerciale europ&#x00E9;enne afin de garantir qu&#x2019;aucune denr&#x00E9;e alimentaire produite dans un &#x00C9;tat tiers dans des conditions contraires aux normes impos&#x00E9;es aux agriculteurs fran&#x00E7;ais et europ&#x00E9;ens ne puisse entrer sur le march&#x00E9; int&#x00E9;rieur de l&#x2019;Union europ&#x00E9;enne.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 30, insérer l’alinéa suivant :« k) Orienter la politique commerciale européenne afin de garantir qu’aucune denrée alimentaire produite dans un État tiers dans des conditions contraires aux normes imposées aux agriculteurs français et européens ne puisse entrer sur le marché intérieur de l’Union européenne. »",
4928,PRJLANR5L16BTC2600,PA793696,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;10, substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;dans le respect des r&#x00E8;gles du march&#x00E9; int&#x00E9;rieur de l&#x2019;Union europ&#x00E9;enne et de ses engagements internationaux&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;en pr&#x00E9;servant l&#x2019;agriculture fran&#x00E7;aise d&#x2019;une concurrence d&#x00E9;loyale au niveau europ&#x00E9;en et international&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28359,Non soutenu,,,RN,CRSANR5L16S2024O1N195,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N195,"À l’alinéa 10, substituer aux mots :« dans le respect des règles du marché intérieur de l’Union européenne et de ses engagements internationaux » les mots : « en préservant l’agriculture française d’une concurrence déloyale au niveau européen et international ».",
4294,PRJLANR5L16BTC2600,PA793254,PO800520,"<p style=""text-align: justify;"">&#x00C0; la fin de l&#x2019;alin&#x00E9;a&nbsp;29, supprimer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;et d&#x2019;exportations&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À la fin de l’alinéa 29, supprimer les mots : « et d’exportations »",
5226,PRJLANR5L16BTC2600,PA793254,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;27, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;7&#x00B0;&nbsp;<i>bis</i> De reconna&#x00EE;tre et mieux valoriser les externalit&#x00E9;s positives de la viticulture et du pastoralisme, notamment dans le domaine de&nbsp;la lutte contre l&#x2019;extension des feux d&#x2019;espaces naturels&nbsp;;&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197," Après l’alinéa 27, insérer l’alinéa suivant :« 7° bis De reconnaître et mieux valoriser les externalités positives de la viticulture et du pastoralisme, notamment dans le domaine de la lutte contre l’extension des feux d’espaces naturels ; »",
4085,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;1, apr&#x00E8;s l&#x2019;ann&#x00E9;e&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;2035&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;garantissent un revenu digne aux agriculteurs&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28368,Rejeté,,,RN,CRSANR5L16S2024O1N204,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N204," À l’alinéa 1, après l’année :« 2035 », insérer les mots : « garantissent un revenu digne aux agriculteurs ».",
4292,PRJLANR5L16BTC2600,PA793254,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;5, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&nbsp;&#x00AB;&nbsp;agriculteurs&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, des conjoints d&#x2019;agriculteurs&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 5, après le mot : « agriculteurs »,insérer les mots : « , des conjoints d’agriculteurs ». ",
3721,PRJLANR5L16BTC2600,PA794946,PO800520,"<p style=""text-align: justify;"">Supprimer&nbsp;l&#x2019;alin&#x00E9;a&nbsp;6.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,Supprimer l’alinéa 6.,
3915,PRJLANR5L16BTC2600,PA794354,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;7, substituer aux mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;fond&#x00E9;es sur la&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;de&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 7, substituer aux mots : « fondées sur la »le mot : « de ».",
1136,PRJLANR5L16BTC2600,PA794314,PO800520,"<p style=""text-align: justify;"">&#x00C0; la premi&#x00E8;re phrase de l'alin&#x00E9;a 5, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;agriculture&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots :</p><p style=""text-align: justify;"">&#x00AB; sur d&#x00E9;cision du conseil national de l'ordre des v&#x00E9;t&#x00E9;rinaires, &#x00BB;.</p>",RUANR5L16S2024IDS28367,Rejeté,,,RN,CRSANR5L16S2024O1N203,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N203,"À la première phrase de l'alinéa 5, après le mot :« agriculture »,insérer les mots :« sur décision du conseil national de l'ordre des vétérinaires, ».",
2259,PRJLANR5L16BTC2600,PA720668,PO800520,"<p style=""text-align: justify;"">R&#x00E9;diger ainsi l&#x2019;alin&#x00E9;a&nbsp;9&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Le r&#x00E9;seau de r&#x00E9;f&#x00E9;rence informe, accompagne et formalise la convention d&#x2019;association &#x00E0; l&#x2019;essai d&#x00E9;finie au pr&#x00E9;sent article&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28372,Rejeté,,,RN,CRSANR5L16S2024O1N208,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N208,"Rédiger ainsi l’alinéa 9 :« Le réseau de référence informe, accompagne et formalise la convention d’association à l’essai définie au présent article ».",
2679,PRJLANR5L16BTC2600,PA794562,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;l&#x2019;alin&#x00E9;a&nbsp;29,&nbsp;apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;importations&nbsp;&#x00BB;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, en interdisant l&#x2019;import de produits manufactur&#x00E9;s ne respectant pas les normes fran&#x00E7;aises,&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 29, après le mot :« importations »insérer les mots : « , en interdisant l’import de produits manufacturés ne respectant pas les normes françaises, »",
3619,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;6, supprimer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;du march&#x00E9;&nbsp;int&#x00E9;rieur de l&#x2019;Union europ&#x00E9;enne et&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 6, supprimer les mots :« du marché intérieur de l’Union européenne et ».",
3122,PRJLANR5L16BTC2600,PA793166,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;17, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;13&#x00B0;&nbsp;<i>bis</i>&nbsp;L&#x2019;&#x00E9;tiquetage de l&#x2019;origine des produits alimentaires, notamment transform&#x00E9;s, distribu&#x00E9;s dans les commerces de bouche&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 17, insérer l’alinéa suivant :« 13° bis L’étiquetage de l’origine des produits alimentaires, notamment transformés, distribués dans les commerces de bouche ; ».",
4289,PRJLANR5L16BTC2600,PA793254,PO800520,"<p style=""text-align: justify;"">A la premi&#x00E8;re phrase de l&#x2019;alin&#x00E9;a&nbsp;6, apr&#x00E8;s&nbsp;le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;alimentaire&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;de circuits courts,&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28364,Rejeté,,,RN,CRSANR5L16S2024O1N200,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N200,"A la première phrase de l’alinéa 6, après le mot :« alimentaire », insérer les mots :« de circuits courts, ».",
3452,PRJLANR5L16BTC2600,PA719436,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;19, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;16&#x00B0;&nbsp;Le caract&#x00E8;re pr&#x00E9;dominant de la production de denr&#x00E9;es alimentaires dans l&#x2019;agriculture.&nbsp;&#x00BB;</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 19, insérer l’alinéa suivant :« 16° Le caractère prédominant de la production de denrées alimentaires dans l’agriculture. » ",
3278,PRJLANR5L16BTC2600,PA794418,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;la fin de l&#x2019;alin&#x00E9;a 4, substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;l&#x2019;&#x00E9;tat des sols, en particulier sur la mati&#x00E8;re organique pr&#x00E9;sente&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB; les risques encourus par l&#x2019;exploitation du fait de la proximit&#x00E9; de l&#x2019;habitat ou du passage d&#x2019;esp&#x00E8;ces animales prot&#x00E9;g&#x00E9;es&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28370,Tombé,,,RN,CRSANR5L16S2024O1N206,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N206,"À la fin de l’alinéa 4, substituer aux mots :« l’état des sols, en particulier sur la matière organique présente » les mots : « les risques encourus par l’exploitation du fait de la proximité de l’habitat ou du passage d’espèces animales protégées ».",
3627,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;20, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>aa)</i> Garantir un revenu et des prix r&#x00E9;mun&#x00E9;rateurs pour les agriculteurs, et encadrer les marges abusives des multinationales de l&#x2019;industrie agroalimentaire et de la grande distribution&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 20, insérer l’alinéa suivant :« aa) Garantir un revenu et des prix rémunérateurs pour les agriculteurs, et encadrer les marges abusives des multinationales de l’industrie agroalimentaire et de la grande distribution ; ».",
5040,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;l&#x2019;alin&#x00E9;a&nbsp;37, apr&#x00E8;s le&nbsp;mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;agricoles&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;fran&#x00E7;ais et&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"À l’alinéa 37, après le mot : « agricoles », insérer les mots :« français et ».",
5033,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;26 par la phrase suivante&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;La s&#x00E9;curit&#x00E9; sanitaire des importations est garantie par un niveau de contr&#x00F4;le efficace aux fronti&#x00E8;res.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197, Compléter l’alinéa 26 par la phrase suivante :« La sécurité sanitaire des importations est garantie par un niveau de contrôle efficace aux frontières. »,
3119,PRJLANR5L16BTC2600,PA793166,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;4, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;1&#x00B0;&nbsp;A&nbsp;La lutte contre les fraudes &#x00E0; l&#x2019;importation, afin de d&#x00E9;fendre la souverainet&#x00E9; alimentaire fran&#x00E7;aise&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 4, insérer l’alinéa suivant :« 1° A La lutte contre les fraudes à l’importation, afin de défendre la souveraineté alimentaire française ; ».",
5047,PRJLANR5L16BTC2600,PA793964,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;12, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;6&#x00B0;&nbsp;<i>bis</i>&nbsp;En interdisant les produits phytosanitaires sans solutions alternatives de m&#x00EA;me efficacit&#x00E9;&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Rejeté,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197," Après l’alinéa 12, insérer l’alinéa suivant :« 6° bis En interdisant les produits phytosanitaires sans solutions alternatives de même efficacité ; ».",
2843,PRJLANR5L16BTC2600,PA794522,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;4, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;v&#x00E9;t&#x00E9;rinaires&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">ins&#x00E9;rer le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;ruraux&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2024IDS28362,Non soutenu,,,RN,CRSANR5L16S2024O1N198,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N198,"À l’alinéa 4, après le mot :« vétérinaires ».insérer le mot :« ruraux ». ",
2973,PRJLANR5L16BTC2600,PA794734,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;28, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;h&nbsp;<i>bis</i>)&nbsp;Selon l&#x2019;origine des produits agricoles a&#x0300; l&#x2019;e&#x0301;tat brut ou transforme&#x0301;s, informer pr&#x00E9;cis&#x00E9;ment le consommateur des normes que le pays d&#x2019;origine ne respecte pas, et des incidences de celles-ci sur la sant&#x00E9;&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28361,Tombé,,,RN,CRSANR5L16S2024O1N197,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N197,"Après l’alinéa 28, insérer l’alinéa suivant :« h bis) Selon l’origine des produits agricoles à l’état brut ou transformés, informer précisément le consommateur des normes que le pays d’origine ne respecte pas, et des incidences de celles-ci sur la santé ; ».",
