texte,dispositif_txt,DEM,ECOLO,GDR-NUPES,HOR,LFI-NUPES,LIOT,LR,NI,RE,RN,SOC
PRJLANR5L16B0274,"I. – Supprimer l'alinéa 5.II. – En conséquence, supprimer les alinéas 12, 22 et 41.III. – En conséquence, après l'alinéa 12, insérer les deux alinéas suivants:« 2° bis L’ avant-dernier alinéa de l’article L. 138-12 est ainsi rédigé :« La contribution due par chaque entreprise redevable est déterminée, à concurrence de 70 %, au prorata de son chiffre d'affaires calculé selon les modalités définies à l'article L. 138-11 et, à concurrence de 30 %, en fonction de la progression de son chiffre d'affaires par rapport à l’année précédente. Elle est minorée, le cas échéant, des remises versées au titre de l'article L. 138-13. Les entreprises créées depuis moins d'un an ne sont pas redevables de la part de la contribution répartie en fonction de la progression du chiffre d'affaires, sauf si la création résulte d'une scission ou d'une fusion d'une entreprise ou d'un groupe. ».IV. – L’article est complété par un IV ainsi rédigé :« IV. – Pour l’application de l’avant-dernier alinéa de l’article L. 138-12 pour la contribution due au titre de l’année 2023, le chiffre d’affaires de l’année 2022 de chaque entreprise redevable considéré est celui résultant de l’application de l’article L.138-11 dans sa version antérieure à la présente loi. ».",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – Supprimer les alinéas 6 et 7.II. – En conséquence, supprimer l’alinéa 23.III. – Compléter cet amendement par l’alinéa suivant :« VII. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. »",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0274,"I. – Supprimer l’alinéa 15.II. – En conséquence, supprimer les alinéas 38 à 59.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0274,"I. – Supprimer l’alinéa 4.II. – En conséquence, compléter cet article par les neuf alinéas suivants :« II. – Le code de la santé publique est ainsi modifié : « 1° Après le 3° de l’article L. 4111‑1, il est inséré un 4° ainsi rédigé : « 4° Autorisé à exercer l’activité de médecin dans les conditions prévues à l’article L. 4111‑1‑3. »« 2° Après l’article L. 4111‑1‑2, il est inséré un article L. 4111‑1‑3 ainsi rédigé :« Art. L. 4111‑1‑3. – L’installation d’un médecin en ville au sens de l’article L. 4111‑1 est subordonnée à l’autorisation de l’agence régionale de santé du territoire où se situe la résidence professionnelle principale du médecin, après avis du conseil départemental de l’ordre dont il relève.« Si la résidence professionnelle principale du médecin est située dans une zone caractérisée par une offre de soins insuffisante ou par des difficultés dans l’accès aux soins au sens du 1° de l’article L. 1434‑4, l’autorisation est délivrée de droit.« Si la résidence professionnelle principale du médecin est située dans une zone dans laquelle le niveau de l’offre de soins est particulièrement élevé au sens du 2° de l’article L. 1434‑4, la demande d’autorisation d’installation est acceptée de droit si un médecin exerçant dans la même zone cesse concomitamment son activité.« Les conditions d’application de ces dispositions sont précisées par la convention mentionnée à l’article L. 162‑14‑1 du code de la sécurité sociale. »« III. – Dans un délai de six mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur les méthodes de définition et de classification des zones définies au 1° et au 2° de l’article L. 1434‑4 du code de la santé publique. »",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
PRJLANR5L16B0274,"I. – À la première phrase de l’alinéa 12, après le mot :« personnelles »insérer les mots :« et au référentiel hébergeur de données de santé ».II. – En conséquence, compléter le même alinéa par la phrase suivante :« Les sociétés disposent d’un délai supplémentaire de mise en conformité défini par décret. »  ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – À l’alinéa 3, après le mot : « téléconsultation »,insérer les mots : « ou de téléexpertise ».II. – En conséquence, procéder à la même insertion aux 4, 7, 8, 10, 11 et 13.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – À l’alinéa 3, après le mot : « évaluation »,insérer les mots : « et de certification ».II. – En conséquence, compléter le même alinéa par les mots : « qui seront réalisées par des organismes reconnus de la certification et de l’audit dans les domaines du management des systèmes d’information et de la santé. Les conditions de mise en œuvre de la certification seront définies par décret ».  ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – À l’alinéa 4, après le mot :« sages-femmes » insérer les mots : « masseurs-kinésithérapeutes, ergothérapeutes, psychomotriciens et orthophonistes ».II. – En conséquence, après le même alinéa, insérer l’alinéa suivant : « Les dispositions du premier alinéa du présent article s’appliquent aux établissements et services sociaux et médico-sociaux mentionnés au I de l’article L. 312‑1 du code de l’action sociale et des familles. »",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
PRJLANR5L16B0274,"I. – À titre expérimental et jusqu’au 31 décembre 2023, un dispositif d’exonération de cotisations, nommé « Objectif 32h », peut être institué. Il peut être mis en œuvre au bénéfice des entreprises situées sur le territoire national qui embauchent, en contrat à durée déterminée, un salarié pour une durée de trente-deux heures, payée trente-cinq heures, dans six départements, dont la liste est fixée par arrêté conjoint des ministres chargés de l’emploi, de santé et du budget.Les conditions de mise en œuvre de ce dispositif sont définies par décret.Le présent article entre en vigueur le 1er janvier 2023.Le Gouvernement remet au Parlement un rapport d’évaluation de l’expérimentation au plus tard le 15 septembre 2023.II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0274,"I. – À titre expérimental, pour une durée de trois ans et dans la limite de trois départements, l’État peut autoriser les conseils de l’ordre des médecins territorialement compétents à organiser une permanence des soins ambulatoires obligatoire pour l’ensemble des médecins d’un territoire. Les gardes assurées au titre de cette permanence sont rémunérées par un forfait financé par le fonds d’intervention régional mentionné à l’article L. 1435‑8 du code de la santé publique, ou par l’Assurance maladie dans le cadre d’un conventionnement dédié avec les communauté professionnelle territoriale de santé. Ce forfait tient compte notamment des sujétions et des contraintes géographiques.II. – Un décret détermine les modalités de mise en œuvre de l’expérimentation mentionnée au I du présent article. Les ministres chargées de la santé et de la sécurité sociale arrêtent la liste des territoires participant à cette expérimentation, dans la limite de trois départements.III. – Dans un délai de six mois avant le terme de l’expérimentation, le Gouvernement adresse au Parlement un rapport d’évaluation qui se prononce notamment sur la pertinence d’une généralisation.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – À titre expérimental, pour une durée de trois ans, l’État peut autoriser les conseils de l’ordre des médecins territorialement compétents à organiser obligatoirement des consultations de médecins généralistes ou spécialistes dans les zones mentionnées au 1° de l’article L. 1434-4 du code de la santé publique, dans un lieu différent du lieu d’exercice habituel de ces médecins. Outre la rémunération des actes médicaux, ces consultations font l’objet d’un financement par le fonds d'intervention régional mentionné à l'article L. 1435-8 du code de la santé publique qui tient compte notamment des sujétions et des contraintes géographiques.II. – Un décret détermine les modalités de mise en œuvre de l’expérimentation mentionnée au I du présent article. Les ministres chargés de la santé et de la sécurité sociale arrêtent la liste des territoires participant à cette expérimentation, dans la limite de trois régions.III. – Dans un délai de six mois avant le terme de l’expérimentation, le Gouvernement adresse au Parlement un rapport d’évaluation qui se prononce notamment sur la pertinence d’une généralisation.",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – À titre expérimental, pour une durée d’un an, l’État peut prolonger l’autorisation de l’usage médical du cannabis sous la forme de produits répondant aux standards pharmaceutiques telle que prévue à l’article 49 de la loi n° 2019-1446 du 24 décembre 2019 de financement de la sécurité sociale pour 2020.II. – Les conditions de mise en œuvre de cette prolongation de l’expérimentation sont définies par voie réglementaire. Elles précisent notamment les conditions de prise en charge, le nombre de patients concernés, les modalités d’importation, de production, d’approvisionnement, de prescription et de délivrance par les pharmacies hospitalières et d’officine ainsi que les conditions d’information et de suivi des patients et de formation des professionnels de santé. L’indemnisation des entreprises et des professionnels de santé participant au prolongement de l’expérimentation est fixée par arrêté du ministère de la santé.III. – Dans un délai de six mois avant le terme de l’expérimentation, le Gouvernement adresse au Parlement un rapport portant notamment sur l’usage médical du cannabis pour les malades, leur suivi, l’organisation du circuit de prescription et de dispensation ainsi que sur les dépenses engagées. Ce rapport étudie, en particulier, la pertinence d’un élargissement du recours à l’usage médical du cannabis au terme de l’expérimentation et, le cas échéant, les modalités de sa prise en charge par l’assurance maladie. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – À l’avant-dernier alinéa du I de l’article L. 741‑16 du code rural et de la pêche maritime, le taux : « 20 % » est remplacé par le taux : « 25 % ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
PRJLANR5L16B0274,"I.  – À la deuxième ligne de la seconde colonne du tableau de l’alinéa 2, substituer au montant :« 107,3 »le montant :« 106 ».II.  – En conséquence, à la troisième ligne de la même colonne du même tableau du même alinéa, substituer au montant :« 97,1 »le montant :« 97,4 ».III.  – En conséquence, à la quatrième ligne de ladite colonne dudit tableau dudit alinéa, substituer au montant :« 14,6 »le montant :« 15,1 ».IV.  – En conséquence, à la cinquième ligne de la même colonne du même tableau du même alinéa, substituer au montant :« 13,8 »le montant :« 14,3 ».",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0274,"I. – L’article L. 136‑8 du code de la sécurité sociale est ainsi modifié :1° Au III ter, les mots : « et III bis », sont remplacés par les mots : « , III bis et IV » ;2° Le IV est ainsi rétabli :« IV. – Par dérogation au I, sont également assujettis à la contribution sociale au taux de 3,8 %, les revenus visés au a du I de l’article L. 136‑6 dès lors que les biens à l’origine des revenus visés sont donnés à bail :« 1° dans les conditions prévues par les articles L. 411‑1, L. 416‑1 à L. 416‑6, L. 416‑8 et L. 416‑9 du code rural et de la pêche maritime ou à bail cessible dans les conditions prévues par les articles L. 418‑1 à L. 418‑5 du même code ;« 2° à un exploitant agricole respectant les critères de l’article D. 343‑4 du code rural et de la pêche maritime, et dont la surface totale d’exploitation n’excède pas un seuil raisonnable mentionné au II de l’article L. 312‑1 du même code. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0274,"I. – A l’alinéa 14, substituer aux mots :« non liés à la gestion de la crise sanitaire »les mots :« , ainsi qu’une contribution exceptionnelle des laboratoires de biologie médicale au bénéfice de l’Union nationale des caisses d’assurance maladie au titre de la majoration des rémunérations perçues pour la réalisation d’examens de dépistage de la covid-19, ».II. – En conséquence, au même alinéa, substituer aux mots :« dès 2023 à hauteur d’au moins »les mots :« au total pour l’année 2023 à hauteur de ».III. – En conséquence, au même alinéa, après le mots :« tarifs »,insérer les mots : « et le montant de la contribution exceptionnelle ».   ",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0274,"I. – A. – Il est institué une contribution additionnelle sur les bénéfices des sociétés redevables de l’impôt sur les sociétés prévu à l’article 205 du code général des impôts qui réalisent un chiffre d’affaires supérieur à 750 000 000 euros.B. – La contribution additionnelle est due lorsque le résultat imposable de la société pour l’exercice considéré au titre de l’impôt sur les sociétés précité est supérieur ou égal à 1,25 fois la moyenne de son résultat imposable des exercices 2017, 2018 et 2019.C. – La contribution additionnelle est assise sur le résultat imposable supplémentaire réalisé par rapport à 1,25 fois le résultat imposable moyen des trois exercices précités. La contribution additionnelle est calculée en appliquant à la fraction de chaque part de résultat imposable supérieur ou égale à 1,25 fois le résultat imposable moyen des trois exercices précités le taux de :1° 20 % pour la fraction supérieure ou égale à 1,25 fois et inférieure à 1,5 fois le résultat imposable moyen des trois exercices précités ;2° 25 % pour la fraction supérieure ou égale à 1,5 fois et inférieure à 1,75 fois le résultat imposable moyen des trois exercices précités ;3° 33 % pour la fraction supérieure ou égale à 1,75 fois le résultat imposable moyen des trois exercices précités.II. – A. – Pour les redevables qui sont placés sous le régime prévu aux articles 223 A ou 223 A bis du code général des impôts, la contribution additionnelle est due par la société mère. Elle est assise sur le résultat d’ensemble et à la plus-value nette d’ensemble définis aux articles 223 B, 223 B bis et 223 D dudit code, déterminé avant imputation des réductions et crédits d’impôt et des créances fiscales de toute nature.B. – Le chiffre d’affaires mentionné au I du présent article s’entend du chiffre d’affaires réalisé par le redevable au cours de l’exercice ou de la période d’imposition, ramené à douze mois le cas échéant et, pour la société mère d’un groupe mentionné aux articles 223 A ou 223 A bis du code général des impôts, de la somme des chiffres d’affaires de chacune des sociétés membres de ce groupe.C. – Les réductions et crédits d’impôt et les créances fiscales de toute nature ne sont pas imputables sur la contribution additionnelle.D. – Sont exonérées de la contribution prévue au présent I, les sociétés dont la progression du résultat imposable par rapport à la moyenne des exercices 2017, 2018 et 2019 résulte d’opérations de cession ou d’acquisition d’actifs, pour la fraction du résultat imposable de l’exercice concernée.E. – La contribution additionnelle est reversée aux caisses de retraite du régime de base obligatoire. Les dispositions relatives à la répartition entre caisses de retraite sont renvoyées à un décret pris en Conseil d’État.III. – Les dispositions du présent article entrent en vigueur à compter de la publication de la présente loi et sont applicables jusqu’au 31 décembre 2023.IV. – Le Gouvernement remet au Parlement un rapport d’évaluation provisoire de l’application du I de la présente loi avant le 31 décembre 2023 et un rapport d’évaluation définitif au plus tard le 31 juillet 2026.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – A. – Il est institué une contribution additionnelle sur les bénéfices des sociétés redevables de l’impôt sur les sociétés prévu à l’article 205 du code général des impôts qui réalisent un chiffre d’affaires supérieur à 750 000 000 euros.B. – La contribution additionnelle est due lorsque le résultat imposable de la société pour l’exercice considéré au titre de l’impôt sur les sociétés précité est supérieur ou égal à 1,25 fois la moyenne de son résultat imposable des exercices 2017, 2018 et 2019.C. – La contribution additionnelle est assise sur le résultat imposable supplémentaire réalisé par rapport à 1,25 fois le résultat imposable moyen des trois exercices précités. La contribution additionnelle est calculée en appliquant à la fraction de chaque part de résultat imposable supérieur ou égale à 1,25 fois le résultat imposable moyen des trois exercices précités le taux de :1° 20 % pour la fraction supérieure ou égale à 1,25 fois et inférieure à 1,5 fois le résultat imposable moyen des trois exercices précités ;2° 25 % pour la fraction supérieure ou égale à 1,5 fois et inférieure à 1,75 fois le résultat imposable moyen des trois exercices précités ;3° 33 % pour la fraction supérieure ou égale à 1,75 fois le résultat imposable moyen des trois exercices précités.II. – A. – Pour les redevables qui sont placés sous le régime prévu aux articles 223 A ou 223 A bis du code général des impôts, la contribution additionnelle est due par la société mère. Elle est assise sur le résultat d’ensemble et à la plus-value nette d’ensemble définis aux articles 223 B, 223 B bis et 223 D dudit code, déterminé avant imputation des réductions et crédits d’impôt et des créances fiscales de toute nature.B. – Le chiffre d’affaires mentionné au I du présent article s’entend du chiffre d’affaires réalisé par le redevable au cours de l’exercice ou de la période d’imposition, ramené à douze mois le cas échéant et, pour la société mère d’un groupe mentionné aux articles 223 A ou 223 A bis du code général des impôts, de la somme des chiffres d’affaires de chacune des sociétés membres de ce groupe.C. – Les réductions et crédits d’impôt et les créances fiscales de toute nature ne sont pas imputables sur la contribution additionnelle.D. – Sont exonérées de la contribution prévue au présent I, les sociétés dont la progression du résultat imposable par rapport à la moyenne des exercices 2017, 2018 et 2019 résulte d’opérations de cession ou d’acquisition d’actifs, pour la fraction du résultat imposable de l’exercice concernée.E. – La contribution additionnelle est reversée à la caisse nationale de l’assurance maladie.III. – Les dispositions du présent article entrent en vigueur à compter de la publication de la présente loi et sont applicables jusqu’au 31 décembre 2023.IV. – Le Gouvernement remet au Parlement un rapport d’évaluation provisoire de l’application du I de la présente loi avant le 31 décembre 2023 et un rapport d’évaluation définitif au plus tard le 31 juillet 2026.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – A. – Il est institué une contribution additionnelle sur les bénéfices des sociétés redevables de l’impôt sur les sociétés prévu à l’article 205 du code général des impôts qui réalisent un chiffre d’affaires supérieur à 750 000 000 euros.B. – La contribution additionnelle est due lorsque le résultat imposable de la société pour l’exercice considéré au titre de l’impôt sur les sociétés précité est supérieur ou égal à 1,25 fois la moyenne de son résultat imposable des exercices 2017, 2018 et 2019.C. – La contribution additionnelle est assise sur le résultat imposable supplémentaire réalisé par rapport à 1,25 fois le résultat imposable moyen des trois exercices précités. La contribution additionnelle est calculée en appliquant à la fraction de chaque part de résultat imposable supérieur ou égale à 1,25 fois le résultat imposable moyen des trois exercices précités le taux de :1° 20 % pour la fraction supérieure ou égale à 1,25 fois et inférieure à 1,5 fois le résultat imposable moyen des trois exercices précités ;2° 25 % pour la fraction supérieure ou égale à 1,5 fois et inférieure à 1,75 fois le résultat imposable moyen des trois exercices précités ;3° 33 % pour la fraction supérieure ou égale à 1,75 fois le résultat imposable moyen des trois exercices précités.II. – A. – Pour les redevables qui sont placés sous le régime prévu aux articles 223 A ou 223 A bis du code général des impôts, la contribution additionnelle est due par la société mère. Elle est assise sur le résultat d’ensemble et à la plus-value nette d’ensemble définis aux articles 223 B, 223 B bis et 223 D dudit code, déterminé avant imputation des réductions et crédits d’impôt et des créances fiscales de toute nature.B. – Le chiffre d’affaires mentionné au I du présent article s’entend du chiffre d’affaires réalisé par le redevable au cours de l’exercice ou de la période d’imposition, ramené à douze mois le cas échéant et, pour la société mère d’un groupe mentionné aux articles 223 A ou 223 A bis du code général des impôts, de la somme des chiffres d’affaires de chacune des sociétés membres de ce groupe.C. – Les réductions et crédits d’impôt et les créances fiscales de toute nature ne sont pas imputables sur la contribution additionnelle.D. – Sont exonérées de la contribution prévue au présent I, les sociétés dont la progression du résultat imposable par rapport à la moyenne des exercices 2017, 2018 et 2019 résulte d’opérations de cession ou d’acquisition d’actifs, pour la fraction du résultat imposable de l’exercice concernée.E. – La contribution additionnelle est reversée à la caisse nationale de solidarité pour l’autonomie.III. – Les dispositions du présent article entrent en vigueur à compter de la publication de la présente loi et sont applicables jusqu’au 31 décembre 2023.IV. – Le Gouvernement remet au Parlement un rapport d’évaluation provisoire de l’application du I de la présente loi avant le 31 décembre 2023 et un rapport d’évaluation définitif au plus tard le 31 juillet 2026.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – A. – Il est institué une contribution additionnelle sur les bénéfices des sociétés redevables de l’impôt sur les sociétés prévu à l’article 205 du code général des impôts qui réalisent un chiffre d’affaires supérieur à 750 000 000 euros.B. – La contribution additionnelle est due lorsque le résultat imposable de la société pour l’exercice considéré au titre de l’impôt sur les sociétés précité est supérieur ou égal à 1,25 fois la moyenne de son résultat imposable des exercices 2017, 2018 et 2019.C. – La contribution additionnelle est assise sur le résultat imposable supplémentaire réalisé par rapport à 1,25 fois le résultat imposable moyen des trois exercices précités. La contribution additionnelle est calculée en appliquant à la fraction de chaque part de résultat imposable supérieur ou égale à 1,25 fois le résultat imposable moyen des trois exercices précités le taux de :1° 20 % pour la fraction supérieure ou égale à 1,25 fois et inférieure à 1,5 fois le résultat imposable moyen des trois exercices précités ;2° 25 % pour la fraction supérieure ou égale à 1,5 fois et inférieure à 1,75 fois le résultat imposable moyen des trois exercices précités ;3° 33 % pour la fraction supérieure ou égale à 1,75 fois le résultat imposable moyen des trois exercices précités.II. – A. – Pour les redevables qui sont placés sous le régime prévu aux articles 223 A ou 223 A bis du code général des impôts, la contribution additionnelle est due par la société mère. Elle est assise sur le résultat d’ensemble et à la plus-value nette d’ensemble définis aux articles 223 B, 223 B bis et 223 D dudit code, déterminé avant imputation des réductions et crédits d’impôt et des créances fiscales de toute nature.B. – Le chiffre d’affaires mentionné au I du présent article s’entend du chiffre d’affaires réalisé par le redevable au cours de l’exercice ou de la période d’imposition, ramené à douze mois le cas échéant et, pour la société mère d’un groupe mentionné aux articles 223 A ou 223 A bis du code général des impôts, de la somme des chiffres d’affaires de chacune des sociétés membres de ce groupe.C. – Les réductions et crédits d’impôt et les créances fiscales de toute nature ne sont pas imputables sur la contribution additionnelle.D. – Sont exonérées de la contribution prévue au présent I, les sociétés dont la progression du résultat imposable par rapport à la moyenne des exercices 2017, 2018 et 2019 résulte d’opérations de cession ou d’acquisition d’actifs, pour la fraction du résultat imposable de l’exercice concernée.E. – La contribution additionnelle est reversée à la caisse nationale des allocations familiales.III. – Les dispositions du présent article entrent en vigueur à compter de la publication de la présente loi et sont applicables jusqu’au 31 décembre 2023.IV. – Le Gouvernement remet au Parlement un rapport d’évaluation provisoire de l’application du I de la présente loi avant le 31 décembre 2023 et un rapport d’évaluation définitif au plus tard le 31 juillet 2026.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – Après la seconde occurrence de la référence :« L. 162‑14 »,rédiger ainsi la fin de l’alinéa 14 :« , les ministres chargés de la santé et de la sécurité sociale fixent par arrêté : ».II. – En conséquence, compléter cet article par les deux alinéas suivants :« 1° Une remise exceptionnelle par les laboratoires de biologie médicale au profit de la caisse nationale d’assurance maladie des sommes perçues au titre de la majoration des rémunérations tirées de l’exécution des actes de détection du génome du SARS-CoV-2 par amplification génique sur la période du 15 avril au 15 juin 2022 en application de l’article 2 de l’arrêté du 12 décembre 2020 portant modification des conditions de remboursement de l’acte de détection du génome du SARS-CoV-2 par amplification génique ;« 2° Une baisse de 0,01 € des tarifs de la lettre clé B mentionnés à l’annexe I de la convention nationale des biologistes médicaux libéraux, transitoirement pour la période allant du 1er février 2023 au 31 décembre 2023 inclus. »",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
PRJLANR5L16B0274,"I. – Après le 6° du II de l’article L. 133‑5‑12 du code de la sécurité sociale, il est ajouté un 7° ainsi rédigé :« 7° Du montant alloué au titre de l’aide financière prévue à l’article L. 7233‑4 du code du travail. »II. – Le I du présent article s’applique aux déclarations réalisées au titre des périodes d’emploi de salariés à domicile courant à compter du 1er janvier 2023.III. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – Après le mot :« rouleaux »,rédiger ainsi la fin de l’alinéa 7 :« de tabac, coupés et fractionnés, ou sous forme de capsules contenant du tabac, ou bien sous forme de feuilles de tabac coupées ou fractionnées ; ».II. – En conséquence, aux quinzième et seizième lignes de la deuxième colonne du tableau de l’alinéa 17, substituer au mot :« unités »le mot :« grammes ».III. – En conséquence, à la onzième ligne de la deuxième colonne du tableau de l’alinéa 25, substituer au mot :« unités »le mot :« grammes ».IV. – Compléter cet article par l’alinéa suivant :« IV. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. »",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0274,"I. – Après le premier alinéa de l’article L. 241‑2‑1 du code de la sécurité sociale, sont insérés deux alinéas ainsi rédigés :« Pour les rémunérations versées à compter du 1er janvier 2023, le taux des cotisations d’assurance maladie mentionné au premier alinéa est réduit de quatre points.« Pour les rémunérations versées à compter du 1er janvier 2024, le même taux est réduit de deux points. »II. – À compter du 1er janvier 2025, l’article L. 241‑2‑1 du code de la sécurité sociale est abrogé.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – Après le 20° de l’article L. 162‑5 du code de la sécurité sociale, il est inséré un 20° bis ainsi rédigé :« 20° bis Les conditions à remplir pour être conventionné, notamment celles relatives aux zones d’exercice définies par l’agence régionale de santé en application de l’article L. 1434‑4 du code de la santé publique ; ».II. – Si dans les douze mois suivant la promulgation de la présente loi, aucune mesure de limitation d’accès au conventionnement n’a été instituée dans les conditions prévues au 20° bis de l’article L. 162‑5 du code de la sécurité sociale dans sa rédaction issue de la présente loi, l’accès des médecins au conventionnement prévu par l’article L. 162‑5 du même code est régulé dans les conditions suivantes :1° Le directeur général de l’agence régionale de santé détermine par arrêté, après concertation avec les représentants des médecins, les zones dans lesquelles le niveau de l’offre de soins est particulièrement élevé ;2° Dans les zones mentionnées au 1° , un médecin ne peut accéder au conventionnement que concomitamment à la cessation d’activité d’un confrère exerçant dans la même zone. Est assimilé à une cessation d’activité le transfert de la résidence professionnelle du confrère vers une zone mentionnée au 1° de l’article L. 1434‑4 du code de la santé publique.III. – Le II cesse d’avoir effet à la date d’entrée en vigueur des mesures de limitation d’accès au conventionnement instituées dans les conditions prévues au 20° bis de l’article L. 162‑5 du code de la sécurité sociale.IV. – Les modalités d’application du II sont fixées par décret en Conseil d’État.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0274,"I. – Après l’alinéa 5, insérer les trois alinéas suivants :« I bis. – La section 5 bis du chapitre III du titre Ier du livre III du code de l’action sociale et des familles est complétée par un article L. 313‑23‑4 ainsi rédigé :« Art. L. 313‑23‑4. – Les établissements et services relevant des 6° et 7° du I de l’article L. 312‑1 du présent code ne peuvent avoir recours, dans le cadre des contrats de mise à disposition qu’ils concluent avec des entreprises de travail temporaire, à des médecins, infirmiers, aides-soignants, accompagnants éducatifs et sociaux, qu’à la condition que ceux-ci aient exercé leur activité dans un cadre autre qu’un contrat de mission conclu avec une entreprise de travail temporaire pendant une durée minimale, appréciée dans des conditions fixées par décret en Conseil d’État.« Il appartient aux entreprises de travail temporaire de vérifier le respect de la condition fixée au premier alinéa et d’en attester auprès des établissements et services médico-sociaux au plus tard lors de la signature du contrat de mise à disposition. Les modalités d’application du présent alinéa sont déterminées par décret en Conseil d’État. »II. – En conséquence, à l’alinéa 6, substituer aux mots :« du I »les mots :« des I et I bis ».",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
PRJLANR5L16B0274,"I. – Au premier alinéa de l’article L. 138‑19‑8 du code de la sécurité sociale, après la référence : « L. 162‑22‑7 », sont insérés les mots : « à l’exception, pour une période de trois ans suivant leur inscription en vue d’une prise en charge au titre de l’article L. 162‑22‑7, des produits et prestations innovants présentant un niveau d’amélioration du service attendu majeur, important ou modéré ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée, à due concurrence, par un relèvement de la cotisation prévue à l’article L. 245‑7 du code de la sécurité sociale.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0274,"I. – Au troisième alinéa du I de l’article L. 741‑16 du code rural et de la pêche maritime, les mots : « 3°, à l’exclusion des tâches réalisées par des entreprises de travaux forestiers, » sont remplacés par la référence : « 2° ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
