numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin
236,PIONANR5L16BTC0488,PA794638,PO800520,"<p style=""text-align: justify;"">L&#8217;article&#160;2 de la Constitution est ainsi modifi&#233;&#160;:</p><p style=""text-align: justify;"">1&#176;&#160;Le premier alin&#233;a est compl&#233;t&#233; par deux phrases ainsi r&#233;dig&#233;es&#160;: &#171;&#160;&#201;l&#233;ment fondamental de l&#8217;identit&#233; et du patrimoine de la France, elle est la langue de l&#8217;enseignement, du travail, des &#233;changes et des services publics. La loi promeut et prot&#232;ge son usage par les personnes morales.&#160;&#187;&#160;;</p><p style=""text-align: justify;"">2&#176;&#160;Il est ajout&#233; un alin&#233;a ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;La R&#233;publique assure la sauvegarde de l&#8217;identit&#233; de la France, de son patrimoine historique, culturel et linguistique et de ses paysages, en m&#233;tropole et outre-mer. L&#8217;&#201;tat et les collectivit&#233;s territoriales y concourent, dans le cadre de leurs comp&#233;tences respectives.&#160;&#187;</p>",RUANR5L16S2023IDS26543,Rejeté,,,RN,CRSANR5L16S2023O1N067,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N067,"L’article 2 de la Constitution est ainsi modifié :1° Le premier alinéa est complété par deux phrases ainsi rédigées : « Élément fondamental de l’identité et du patrimoine de la France, elle est la langue de l’enseignement, du travail, des échanges et des services publics. La loi promeut et protège son usage par les personnes morales. » ;2° Il est ajouté un alinéa ainsi rédigé :« La République assure la sauvegarde de l’identité de la France, de son patrimoine historique, culturel et linguistique et de ses paysages, en métropole et outre-mer. L’État et les collectivités territoriales y concourent, dans le cadre de leurs compétences respectives. »",
242,PIONANR5L16BTC0488,PA794638,PO800520,"<p style=""text-align: justify;"">Le premier alin&#233;a de l'article 61 de la Constitution est compl&#233;t&#233; par les mots : &#171;, &#224; l&#8217;exception des dispositions du quatri&#232;me alin&#233;a et de la premi&#232;re phrase du quatorzi&#232;me alin&#233;a du pr&#233;ambule de la Constitution du 27 octobre 1946. &#187;</p>",RUANR5L16S2023IDS26543,Rejeté,,,RN,CRSANR5L16S2023O1N067,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N067,"Le premier alinéa de l'article 61 de la Constitution est complété par les mots : «, à l’exception des dispositions du quatrième alinéa et de la première phrase du quatorzième alinéa du préambule de la Constitution du 27 octobre 1946. »",
223,PIONANR5L16BTC0488,PA794434,PO800520,"<p style=""text-align: justify;"">Le titre XV de la Constitution est compl&#233;t&#233; par un article&#160;88&#8209;8 ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;88&#8209;8</i>.&#160;&#8211;&#160;Les mesures assurant la transposition dans le droit interne d&#8217;un acte l&#233;gislatif europ&#233;en n&#8217;exc&#232;dent pas les objectifs poursuivis par cet acte.&#160;&#187;</p>",RUANR5L16S2023IDS26544,Rejeté,,,RN,CRSANR5L16S2023O1N068,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N068,Le titre XV de la Constitution est complété par un article 88‑8 ainsi rédigé :« Art. 88‑8. – Les mesures assurant la transposition dans le droit interne d’un acte législatif européen n’excèdent pas les objectifs poursuivis par cet acte. »,
229,PIONANR5L16BTC0488,PA794434,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;article&#160;55 de la Constitution, il est ins&#233;r&#233; un article&#160;55&#8209;1 ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;55&#8209;1</i>.&#160;&#8211;&#160;Les candidatures pr&#233;sent&#233;es par la France aux fonctions de juge ou de membre du minist&#232;re public au sein d&#8217;une juridiction internationale cr&#233;&#233;e en vertu d&#8217;un trait&#233; ou accord r&#233;guli&#232;rement ratifi&#233; ou approuv&#233; sont soumises &#224; la proc&#233;dure pr&#233;vue au dernier alin&#233;a de l&#8217;article&#160;13.&#160;&#187;</p>",RUANR5L16S2023IDS26543,Rejeté,,,RN,CRSANR5L16S2023O1N067,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N067,"Après l’article 55 de la Constitution, il est inséré un article 55‑1 ainsi rédigé :« Art. 55‑1. – Les candidatures présentées par la France aux fonctions de juge ou de membre du ministère public au sein d’une juridiction internationale créée en vertu d’un traité ou accord régulièrement ratifié ou approuvé sont soumises à la procédure prévue au dernier alinéa de l’article 13. »",
235,PIONANR5L16BTC0488,PA794638,PO800520,"<p style=""text-align: justify;"">L&#8217;article 75-1 de la Constitution est compl&#233;t&#233; par une phrase ainsi r&#233;dig&#233;e : &#171; Elles peuvent &#234;tre enseign&#233;es, &#224; titre facultatif, dans les &#233;tablissements publics ou associ&#233;s au service public de l&#8217;enseignement. &#187;</p>",RUANR5L16S2023IDS26544,Rejeté,,,RN,CRSANR5L16S2023O1N068,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N068,"L’article 75-1 de la Constitution est complété par une phrase ainsi rédigée : « Elles peuvent être enseignées, à titre facultatif, dans les établissements publics ou associés au service public de l’enseignement. »",
237,PIONANR5L16BTC0488,PA794638,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;article 3 de la Constitution, il est ins&#233;r&#233; un article 3-1 ainsi r&#233;dig&#233; :</p><p style=""text-align: justify;"">&#171; <i>Art. 3-1</i>. &#8211; Il n&#8217;y a en France d&#8217;autre communaut&#233; reconnue que la communaut&#233; nationale.<br /><br />&#171; Le respect de la r&#232;gle commune s&#8217;impose donc &#224; tous et nul ne peut se pr&#233;valoir de son origine, de sa culture, de sa langue ou de sa religion pour s&#8217;en exon&#233;rer ou en &#234;tre exon&#233;r&#233;. &#187;</p>",RUANR5L16S2023IDS26543,Rejeté,,,RN,CRSANR5L16S2023O1N067,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N067,"Après l’article 3 de la Constitution, il est inséré un article 3-1 ainsi rédigé :« Art. 3-1. – Il n’y a en France d’autre communauté reconnue que la communauté nationale.« Le respect de la règle commune s’impose donc à tous et nul ne peut se prévaloir de son origine, de sa culture, de sa langue ou de sa religion pour s’en exonérer ou en être exonéré. »",
221,PIONANR5L16BTC0488,PA794434,PO800520,"<p style=""text-align: justify;"">Le second alin&#233;a de l&#8217;article&#160;34&#8209;1 est compl&#233;t&#233; par une phrase ainsi r&#233;dig&#233;e&#160;: &#171;&#160;Toutefois, ces dispositions ne sont pas applicables aux propositions de r&#233;solution demandant la d&#233;nonciation d&#8217;un engagement international ou relative &#224; la position &#224; adopter par le Gouvernement au sein d&#8217;une organisation internationale en mati&#232;re de droits et libert&#233;s, de circulation des personnes, des biens et des services, ou de patrimoine culturel de la France.&#160;&#187;</p>",RUANR5L16S2023IDS26543,Rejeté,,,RN,CRSANR5L16S2023O1N067,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N067,"Le second alinéa de l’article 34‑1 est complété par une phrase ainsi rédigée : « Toutefois, ces dispositions ne sont pas applicables aux propositions de résolution demandant la dénonciation d’un engagement international ou relative à la position à adopter par le Gouvernement au sein d’une organisation internationale en matière de droits et libertés, de circulation des personnes, des biens et des services, ou de patrimoine culturel de la France. »",
26,PIONANR5L16BTC0279,PA794314,PO800520,"<p style=""text-align: justify;"">L&#8217;article L.&#160;4251&#8209;1 du code g&#233;n&#233;ral des collectivit&#233;s territoriales est ainsi modifi&#233;&#160;:</p><p style=""text-align: justify;"">1&#176;&#160;Le deuxi&#232;me alin&#233;a est ainsi modifi&#233;&#160;:</p><p style=""text-align: justify;""><i>a)</i>&#160;La premi&#232;re phrase est compl&#233;t&#233;e par les mots&#160;: &#171;&#160;, et d&#8217;engrillagement des espaces naturels&#160;&#187;&#160;;</p><p style=""text-align: justify;""><i>b)</i>&#160;Il est ajout&#233; une phrase ainsi r&#233;dig&#233;e&#160;: &#171;&#160;En mati&#232;re de lutte contre l&#8217;engrillagement des espaces naturels, les objectifs fix&#233;s sont traduits par une trajectoire permettant de veiller &#224; la limitation de l&#8217;engrillagement conform&#233;ment aux dispositions de la loi n&#176;&#160;du&#160; visant &#224; limiter l&#8217;engrillagement des espaces naturels et &#224; prot&#233;ger la propri&#233;t&#233; priv&#233;e.&#160;&#187;&#160;;</p><p style=""text-align: justify;"">2&#176;&#160;&#192; la seconde phrase du septi&#232;me alin&#233;a, apr&#232;s le mot&#160;: &#171;&#160;code&#160;&#187;, sont ins&#233;r&#233;s les mots&#160;: &#171;&#160;et ceux mentionn&#233;s au livre III du code de l&#8217;environnement&#160;&#187;.</p>",RUANR5L16S2023IDS26384,Rejeté,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,"L’article L. 4251‑1 du code général des collectivités territoriales est ainsi modifié :1° Le deuxième alinéa est ainsi modifié :a) La première phrase est complétée par les mots : « , et d’engrillagement des espaces naturels » ;b) Il est ajouté une phrase ainsi rédigée : « En matière de lutte contre l’engrillagement des espaces naturels, les objectifs fixés sont traduits par une trajectoire permettant de veiller à la limitation de l’engrillagement conformément aux dispositions de la loi n° du  visant à limiter l’engrillagement des espaces naturels et à protéger la propriété privée. » ;2° À la seconde phrase du septième alinéa, après le mot : « code », sont insérés les mots : « et ceux mentionnés au livre III du code de l’environnement ».",
25,PIONANR5L16BTC0279,PA794314,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par la phrase suivante&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Ces op&#233;rations de mise en conformit&#233; sont mises &#224; la charge du propri&#233;taire concern&#233;.&#160;&#187;</p>",RUANR5L16S2023IDS26384,Rejeté,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,Compléter cet article par la phrase suivante :« Ces opérations de mise en conformité sont mises à la charge du propriétaire concerné. »,
27 (Rect),PIONANR5L16BTC0279,PA794314,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;2, supprimer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;dans le cas o&#249; le caract&#232;re priv&#233; du lieu est clairement identifi&#233; par une signal&#233;tique sp&#233;cifique,&#160;&#187;</p>",RUANR5L16S2023IDS26384,Rejeté,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,"À l’alinéa 2, supprimer les mots :« dans le cas où le caractère privé du lieu est clairement identifié par une signalétique spécifique, »",
12 (Rect),PIONANR5L16BTC0279,PA794198,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;article L.&#160;371&#8209;1&#8209;1 du code de l&#8217;environnement, dans sa r&#233;daction r&#233;sultant de la pr&#233;sente loi, il est ins&#233;r&#233; un article L.&#160;371&#8209;1&#8209;2 ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;371&#8209;1&#8209;2</i>. &#8211; &#192; l&#8217;exception des cl&#244;tures n&#233;cessaires &#224; la D&#233;fense nationale, &#224; la s&#233;curit&#233; publique ou &#224; tout autre int&#233;r&#234;t public, les dispositifs vuln&#233;rants sont interdits en milieu naturel.</p><p style=""text-align: justify;"">&#171;&#160;Les dispositifs vuln&#233;rants existants ou pos&#233;s sur des cl&#244;tures existantes doivent &#234;tre supprim&#233;s par les propri&#233;taires des parcelles concern&#233;es sous cinq ans &#224; compter de la promulgation de la loi n&#176; du visant &#224; limiter l'engrillagement des espaces naturels et &#224; prot&#233;ger la propri&#233;t&#233; priv&#233;e.</p><p style=""text-align: justify;"">&#171;&#160;Si cette obligation n&#8217;est pas respect&#233;e dans ce d&#233;lai, les dispositifs vuln&#233;rants seront &#244;t&#233;s par d&#233;cision du pr&#233;fet et les frais engag&#233;s mis &#224; la charge du propri&#233;taire de la parcelle.&#160;&#187;</p>",RUANR5L16S2023IDS26384,Rejeté,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,"Après l’article L. 371‑1‑1 du code de l’environnement, dans sa rédaction résultant de la présente loi, il est inséré un article L. 371‑1‑2 ainsi rédigé :« Art. L. 371‑1‑2. – À l’exception des clôtures nécessaires à la Défense nationale, à la sécurité publique ou à tout autre intérêt public, les dispositifs vulnérants sont interdits en milieu naturel.« Les dispositifs vulnérants existants ou posés sur des clôtures existantes doivent être supprimés par les propriétaires des parcelles concernées sous cinq ans à compter de la promulgation de la loi n° du visant à limiter l'engrillagement des espaces naturels et à protéger la propriété privée.« Si cette obligation n’est pas respectée dans ce délai, les dispositifs vulnérants seront ôtés par décision du préfet et les frais engagés mis à la charge du propriétaire de la parcelle. »",
23,PIONANR5L16BTC0279,PA794314,PO800520,"<p style=""text-align: justify;"">Apr&#232;s la cinqui&#232;me phrase de l&#8217;alin&#233;a&#160;3, ins&#233;rer les deux phrases suivantes&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Avant de proc&#233;der &#224; la mise en conformit&#233;, le&#160;propri&#233;taire transmet&#160;au repr&#233;sentant de l&#8217;&#201;tat un rapport proc&#233;dant au recensement des animaux sauvages pr&#233;sents sur sa propri&#233;t&#233;,&#160;dans des conditions pr&#233;vues par d&#233;cret en Conseil d&#8217;&#201;tat. Au regard de ce rapport, le repr&#233;sentant de l&#8217;&#201;tat peut prescrire&#160;toute mesure qui lui apparait n&#233;cessaire&#160;avant que le propri&#233;taire ne proc&#232;de &#224; la mise en conformit&#233;&#160;&#187;.</p><p style=""text-align: justify;"">&#160;</p>",RUANR5L16S2023IDS26384,Retiré,,,RN,CRSANR5L16S2023O1N008,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N008,"Après la cinquième phrase de l’alinéa 3, insérer les deux phrases suivantes :« Avant de procéder à la mise en conformité, le propriétaire transmet au représentant de l’État un rapport procédant au recensement des animaux sauvages présents sur sa propriété, dans des conditions prévues par décret en Conseil d’État. Au regard de ce rapport, le représentant de l’État peut prescrire toute mesure qui lui apparait nécessaire avant que le propriétaire ne procède à la mise en conformité ». ",
26,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;V.&#160;&#8211;&#160;D&#232;s le changement de r&#233;gime des institutions repr&#233;sentatives du personnel, tel qu&#8217;il est d&#233;fini et induit par la pr&#233;sente loi, les comit&#233;s techniques ainsi que les comit&#233;s d&#8217;hygi&#232;ne, de s&#233;curit&#233; et des conditions de travail remettent un rapport aux comit&#233;s sociaux et &#233;conomiques, rendant compte de l&#8217;&#233;tat de leur situation budg&#233;taire.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Compléter cet article par l’alinéa suivant :« V. – Dès le changement de régime des institutions représentatives du personnel, tel qu’il est défini et induit par la présente loi, les comités techniques ainsi que les comités d’hygiène, de sécurité et des conditions de travail remettent un rapport aux comités sociaux et économiques, rendant compte de l’état de leur situation budgétaire. »",
23,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;vigueur&#160;&#187;</p><p style=""text-align: justify;"">r&#233;diger ainsi la fin de l&#8217;alin&#233;a&#160;14&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;le 31 d&#233;cembre 2024.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,Après le mot : « vigueur »rédiger ainsi la fin de l’alinéa 14 : « le 31 décembre 2024. »,
24,PIONANR5L16BTC0453,PA794638,PO800520,"<p>Apr&#232;s le mot&#160;:</p><p>&#171;&#160;prorog&#233;s&#160;&#187;,</p><p>r&#233;diger ainsi la fin de l&#8217;alin&#233;a&#160;1&#160;:&#160;</p><p>&#171;&#160;jusqu&#8217;au 31 d&#233;cembre 2024.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Après le mot :« prorogés »,rédiger ainsi la fin de l’alinéa 1 : « jusqu’au 31 décembre 2024. »",
25,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;V.&#160;&#8211;&#160;D&#232;s le changement de r&#233;gime des institutions repr&#233;sentatives du personnel, tel qu&#8217;il est d&#233;fini et induit par la pr&#233;sente loi, le conseil d&#8217;orientation et de gestion des activit&#233;s sociales remet un rapport aux comit&#233;s sociaux et &#233;conomiques nouvellement en vigueur, leur pr&#233;cisant sa situation budg&#233;taire.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Compléter cet article par l’alinéa suivant : « V. – Dès le changement de régime des institutions représentatives du personnel, tel qu’il est défini et induit par la présente loi, le conseil d’orientation et de gestion des activités sociales remet un rapport aux comités sociaux et économiques nouvellement en vigueur, leur précisant sa situation budgétaire. »",
2,PRJLANR5L16BTC0748,PA793314,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;VII.&#160;&#8211;&#160;L&#8217;Autorit&#233; de r&#233;gulation des transports est garante des obligations qui incombent aux diff&#233;rentes compagnies ferroviaires &#224; la suite de l&#8217;ouverture &#224; la concurrence du r&#233;seau ferroviaire.&#160;&#187;</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Compléter cet article par l’alinéa suivant :« VII. – L’Autorité de régulation des transports est garante des obligations qui incombent aux différentes compagnies ferroviaires à la suite de l’ouverture à la concurrence du réseau ferroviaire. »,VTANR5L16V884
38,PRJLANR5L16BTC0748,PA793852,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;9, substituer aux mots&#160;:</p><p>&#171;&#160;&#233;mission nulle&#160;&#187;,</p><p>les mots&#160;:</p><p>&#171;&#160;faible &#233;mission&#160;&#187;.</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,"À l’alinéa 9, substituer aux mots :« émission nulle »,les mots :« faible émission ».",
39,PRJLANR5L16BTC0748,PA793852,PO800520,"<p>&#192; l&#8217;alin&#233;a&#160;9, apr&#232;s le mot&#160;:&#160;</p><p>&#171;&#160;nulle&#160;&#187;,</p><p>ins&#233;rer les mots&#160;:&#160;</p><p>&#171;&#160;et &#224; faible &#233;mission&#160;&#187;.</p><p>&#160;</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,"À l’alinéa 9, après le mot : « nulle »,insérer les mots : « et à faible émission ». ",
1,PRJLANR5L16BTC0748,PA793314,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter l&#8217;alin&#233;a&#160;10 par la phrase suivante&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Dans le cas d&#8217;un billet non direct, la compagnie ferroviaire responsable du retard prend le prix des billets des correspondances impact&#233;es dans le calcul des indemnit&#233;s.&#160;&#187;</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,"Compléter l’alinéa 10 par la phrase suivante :« Dans le cas d’un billet non direct, la compagnie ferroviaire responsable du retard prend le prix des billets des correspondances impactées dans le calcul des indemnités. »",VTANR5L16V882
40,PRJLANR5L16BTC0748,PA793852,PO800520,"<p>&#192; l&#8217;alin&#233;a&#160;15, apr&#232;s le mot&#160;:</p><p>&#171;&#160;transports&#160;&#187;,</p><p>ins&#233;rer les mots&#160;:&#160;</p><p>&#171;&#160;et des organisations repr&#233;sentatives des entreprises de transport de marchandises par route et des entreprises de transport de personnes utilisant des v&#233;hicules dont le poids total autoris&#233; en charge est sup&#233;rieur &#224; 3,5 tonnes&#160;&#187;.</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,"À l’alinéa 15, après le mot :« transports »,insérer les mots : « et des organisations représentatives des entreprises de transport de marchandises par route et des entreprises de transport de personnes utilisant des véhicules dont le poids total autorisé en charge est supérieur à 3,5 tonnes ».",
77,PRJLANR5L16BTC0748,PA794946,PO800520,"<p style=""text-align: justify;"">Supprimer cet article.&#160;</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Supprimer cet article. ,
78,PRJLANR5L16BTC0748,PA794946,PO800520,<p>Supprimer cet article.&#160;</p>,RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Supprimer cet article. ,VTANR5L16V884
35,PRJLANR5L16BTC0748,PA793852,PO800520,"<p style=""text-align: justify;"">Supprimer l&#8217;alin&#233;a&#160;3.&#160;</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Supprimer l’alinéa 3. ,
87,PRJLANR5L16BTC0748,PA794946,PO800520,"<p style=""text-align: justify;"">Supprimer l&#8217;alin&#233;a&#160;11.</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Supprimer l’alinéa 11.,
37,PRJLANR5L16BTC0748,PA793852,PO800520,<p>Supprimer l&#8217;alin&#233;a&#160;13.</p>,RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,Supprimer l’alinéa 13.,
36,PRJLANR5L16BTC0748,PA793852,PO800520,"<p>Compl&#233;ter l&#8217;alin&#233;a&#160;11 par les mots&#160;:&#160;</p><p>&#171;&#160;, &#224; condition que ces modulations n&#8217;aient pas pour effet de d&#233;tourner les v&#233;hicules les plus polluants, entra&#238;nant ainsi des cons&#233;quences n&#233;gatives en termes de s&#233;curit&#233; routi&#232;re et de sant&#233; publique&#160;&#187;.</p>",RUANR5L16S2023IDS26738,Rejeté,,,RN,CRSANR5L16S2023O1N126,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N126,"Compléter l’alinéa 11 par les mots : « , à condition que ces modulations n’aient pas pour effet de détourner les véhicules les plus polluants, entraînant ainsi des conséquences négatives en termes de sécurité routière et de santé publique ».",
935,PIONANR5L16BTC1070,PA793548,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter l&#8217;alin&#233;a&#160;17 par la phrase suivante&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;Les &#233;tablissements de sant&#233; sont tenus de respecter la confidentialit&#233; des &#233;changes entre les r&#233;sidents et leurs proches lors de ces visites&#160;&#187;.</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,Compléter l’alinéa 17 par la phrase suivante : « Les établissements de santé sont tenus de respecter la confidentialité des échanges entre les résidents et leurs proches lors de ces visites ».,
885,PIONANR5L16BTC1070,PA795912,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Pour le patient ou le r&#233;sident, ou pour la famille et les proches d&#233;sign&#233;s, ce droit s&#8217;exerce au moyen d&#8217;un recours amiable voire, le cas &#233;ch&#233;ant, d&#8217;un recours contentieux tel que pr&#233;vu aux articles 484 &#224; 492 du code de proc&#233;dure civile.&#160;&#187;</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,"Compléter cet article par l’alinéa suivant :« Pour le patient ou le résident, ou pour la famille et les proches désignés, ce droit s’exerce au moyen d’un recours amiable voire, le cas échéant, d’un recours contentieux tel que prévu aux articles 484 à 492 du code de procédure civile. »",VTANR5L16V1430
959,PIONANR5L16BTC1070,PA793548,PO800520,"<p style=""text-align: justify;"">Apr&#232;s le troisi&#232;me alin&#233;a de l&#8217;article&#160;L.&#160;1112&#8209;4 du code de la sant&#233; publique, il est ins&#233;r&#233; un alin&#233;a ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Dans ces &#233;tablissements, la personne en fin de vie ou dont l&#8217;&#233;tat requiert des soins palliatifs ne peut se voir refuser une visite quotidienne de son conjoint, concubin, partenaire li&#233; par un pacte civil de solidarit&#233;, ascendant, descendant, collat&#233;ral jusqu&#8217;au quatri&#232;me degr&#233;, de l&#8217;enfant dont il assume la charge au sens de l&#8217;article&#160;L.&#160;512&#8209;1 du code de la s&#233;curit&#233; sociale, de l&#8217;ascendant, descendant ou collat&#233;ral jusqu&#8217;au quatri&#232;me degr&#233; de son conjoint, concubin ou partenaire li&#233; par un pacte civil de solidarit&#233;, ni de toute personne avec laquelle elle r&#233;side ou entretient des liens &#233;troits et stables. Les &#233;tablissements d&#233;finissent les conditions qui permettent d&#8217;assurer ces visites.&#160;&#187;</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,"Après le troisième alinéa de l’article L. 1112‑4 du code de la santé publique, il est inséré un alinéa ainsi rédigé :« Dans ces établissements, la personne en fin de vie ou dont l’état requiert des soins palliatifs ne peut se voir refuser une visite quotidienne de son conjoint, concubin, partenaire lié par un pacte civil de solidarité, ascendant, descendant, collatéral jusqu’au quatrième degré, de l’enfant dont il assume la charge au sens de l’article L. 512‑1 du code de la sécurité sociale, de l’ascendant, descendant ou collatéral jusqu’au quatrième degré de son conjoint, concubin ou partenaire lié par un pacte civil de solidarité, ni de toute personne avec laquelle elle réside ou entretient des liens étroits et stables. Les établissements définissent les conditions qui permettent d’assurer ces visites. »",VTANR5L16V1435
