uid,objet,type,date,seance,sort
VTANR5L16V663,l'ensemble de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-12-02,RUANR5L16S2023IDS26566,adopté
VTANR5L16V1010,l'amendement n° 3451 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26797,rejeté
VTANR5L16V798,l'article 16 septies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26640,adopté
VTANR5L16V127,l'amendement n° 603 de M. Coquerel à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,RUANR5L16S2022IDS26214,rejeté
VTANR5L16V266,l'amendement n° 3367 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-12,RUANR5L16S2023IDS26391,rejeté
VTANR5L16V1017,l'amendement n° 1659 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26798,rejeté
VTANR5L16V36,l'article 4 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-20,RUANR5L16S2022IDS26208,adopté
VTANR5L16V253,l'amendement n° 766 de Mme Louwagie à l'article liminaire du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-12,RUANR5L16S2023IDS26390,rejeté
VTANR5L16V1745,l'amendement de rédaction globale n° 2 de Mme Battistel à l'article premier de la proposition de loi maintenant provisoirement un dispositif de plafonnement de revalorisation de la variation annuelle des indices locatifs (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,rejeté
VTANR5L16V919,l'amendement n° 17529 de M. Chailloux à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,RUANR5L16S2023IDS26782,rejeté
VTANR5L16V84,l'amendement n° 166 de la commission des finances et les amendements identiques suivants avant l'article premier du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-22,RUANR5L16S2022IDS26240,adopté
VTANR5L16V2,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19 (première lecture).",scrutin public ordinaire,2022-07-11,RUANR5L16S2022IDS26199,rejeté
VTANR5L16V842,l'article unique de la proposition de résolution européenne relative à la proposition de législation européenne sur la liberté des médias.,scrutin public ordinaire,2023-01-17,RUANR5L16S2023IDS26690,adopté
VTANR5L16V785,l'amendement n° 1105 de Mme Laporte à l'article 11 decies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-14,RUANR5L16S2023IDS26638,rejeté
VTANR5L16V1160,l'amendement n° 426 de M. Marleix après l'article 1er A du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26877,adopté
VTANR5L16V435,l'amendement n° 1719 de M. Echaniz à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26421,rejeté
VTANR5L16V918,l'amendement n° 17470 de M. Dharréville à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,RUANR5L16S2023IDS26782,rejeté
VTANR5L16V1370,l'amendement n° 47 de Mme Le Feur à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté
VTANR5L16V1331,l'article 2 bis de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26943,adopté
VTANR5L16V206,l'amendement n° 278 de M. Clouet à l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-04,RUANR5L16S2023IDS26380,rejeté
VTANR5L16V655,l'amendement n° 117 de Mme Keloua Hachi et l'amendement identique suivant à l'article unique de la proposition de loi visant à assouplir les conditions d'expulsion des étrangers constituant une menace grave pour l'ordre public (première lecture).,scrutin public ordinaire,2022-12-01,RUANR5L16S2023IDS26563,adopté
VTANR5L16V280,l'amendement n° 3023 de M. Midy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,adopté
VTANR5L16V985,l'amendement n° 16634 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26795,rejeté
VTANR5L16V1783,le sous-amendement n° 45 de M. Anglade et les sous-amendements identiques suivants à l'amendement n° 31 de M. Naegelen à l'article 1 de la proposition de loi visant à élargir l'assiette de la taxe sur les transactions financières (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27178,adopté
VTANR5L16V941,l'amendement n° 1050 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,RUANR5L16S2023IDS26787,rejeté
VTANR5L16V248,l'amendement n° 72 de M. Jean-René Cazeneuve à l'article 19 du projet de loi de programmation des finances publiques pour les années 2023-2027 (première lecture).,scrutin public ordinaire,2022-10-11,RUANR5L16S2023IDS26389,adopté
VTANR5L16V321,l'amendement n° 3249 de Mme Parmentier après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26397,rejeté
VTANR5L16V277,l'amendement n° 3128 de la commission des finances et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26392,adopté
VTANR5L16V1197,l'ensemble du projet de loi autorisant l’approbation du premier amendement à la convention adoptée à Espoo le 25 février 1991 sur l’évaluation de l’impact sur l’environnement dans un contexte transfrontière et du protocole à la convention adoptée à Espoo le 25 février 1991 sur l’évaluation de l’impact sur l’environnement dans un contexte transfrontière relatif à l’évaluation stratégique environnementale (première lecture).,scrutin public ordinaire,2023-03-15,RUANR5L16S2023IDS26881,adopté
VTANR5L16V148,l'amendement n° 281 de M. Sala à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,RUANR5L16S2022IDS26214,rejeté
VTANR5L16V880,"l'amendement de suppression n° 3 de M. Guitton et les amendements identiques suivants à l'article 9 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,RUANR5L16S2023IDS26738,rejeté
VTANR5L16V836,l'article 2 de la proposition de loi créant une aide universelle d'urgence pour les victimes de violences conjugales et intrafamiliales (première lecture).,scrutin public ordinaire,2023-01-16,RUANR5L16S2023IDS26687,adopté
VTANR5L16V1303,l'amendement n° 14 de Mme Rouaux à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,RUANR5L16S2023IDS26938,rejeté
VTANR5L16V369,l'amendement n° 706 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,rejeté
VTANR5L16V517,l'amendement n° 413 de M. Mickaël Bouloux avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26445,rejeté
VTANR5L16V839,l'ensemble de la proposition de loi visant à faire évoluer la formation de sage-femme (deuxième lecture).,scrutin public ordinaire,2023-01-16,RUANR5L16S2023IDS26688,adopté
VTANR5L16V755,l'amendement n° 1796 de M. Bovet à l'article 11 decies C du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,rejeté
VTANR5L16V1500,l'amendement n° 49 de M. Saulignac après l'article unique de la proposition de loi visant à rendre obligatoire le pavoisement des drapeaux français et européen sur le fronton des mairies (première lecture).,scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27040,rejeté
VTANR5L16V1065,l'amendement n° 3501 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V858,l'amendement n° 72 du Gouvernement à l'article 5 de la proposition de loi visant à sécuriser l'approvisionnement des Français en produits de grande consommation (première lecture).,scrutin public ordinaire,2023-01-18,RUANR5L16S2023IDS26691,adopté
VTANR5L16V1123,l'amendement n° 96 de Mme Loir à l'article premier de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-06,RUANR5L16S2023IDS26858,rejeté
VTANR5L16V951,l'amendement n° 14811 de M. Monnet à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,RUANR5L16S2023IDS26789,rejeté
VTANR5L16V1493,le sous-amendement n° 100 de M. Léaument à l'amendement n° 48 de M. Saulignac à l'article unique de la proposition de loi visant à rendre obligatoire le pavoisement des drapeaux français et européen sur le fronton des mairies (première lecture).,scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27040,rejeté
VTANR5L16V1754,l'amendement n° 23 de M. Martinet à l'article 2 de la proposition de loi maintenant provisoirement un dispositif de plafonnement de revalorisation de la variation annuelle des indices locatifs (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,rejeté
VTANR5L16V94,l'amendement n° 304 de Mme Taillé-Polian à l'article premier du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-23,RUANR5L16S2022IDS26277,rejeté
VTANR5L16V313,l'amendement n° 784 de M. Sansu et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26396,rejeté
VTANR5L16V1330,l'article 2 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26943,adopté
VTANR5L16V527,l'amendement n° 283 de M. Acquaviva après l'article 2 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26434,rejeté
VTANR5L16V1742,l'ensemble de la proposition de loi visant à encadrer l'influence commerciale et à lutter contre les dérives des influenceurs sur les réseaux sociaux (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,adopté
VTANR5L16V1430,l'amendement n° 885 de Mme Lavalette à l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V1711,l'article 12 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-30,RUANR5L16S2023IDS27081,adopté
VTANR5L16V34,l'amendement n° 915 de Mme Guetté à l'article 3 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-19,RUANR5L16S2022IDS26207,rejeté
VTANR5L16V197,l'amendement n° 42 de M. Delaporte et l'amendement identique suivant à l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-04,RUANR5L16S2023IDS26379,rejeté
VTANR5L16V430,l'amendement n° 1484 de M. Davi à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26420,adopté
VTANR5L16V1719,l'amendement n° 1040 de M. Giletti après l'article 14 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,rejeté
VTANR5L16V1653,l'amendement n° 1610 de M. Lopez-Liguori à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27077,rejeté
VTANR5L16V247,l'article 18 du projet de loi de programmation des finances publiques pour les années 2023-2027 (première lecture).,scrutin public ordinaire,2022-10-11,RUANR5L16S2023IDS26389,rejeté
VTANR5L16V184,l'ensemble du projet de loi autorisant la ratification du protocole au Traité de l'Atlantique Nord sur l'accession de la République de Finlande et la ratification du protocole au Traité de l'Atlantique Nord sur l'accession du Royaume de Suède (première lecture).,scrutin public ordinaire,2022-08-02,RUANR5L16S2022IDS26242,adopté
VTANR5L16V1268,l'amendement n° 153 de M. Vicot et l'amendement identique suivant à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26890,rejeté
VTANR5L16V1025,l'amendement n° 3184 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V537,l'amendement n° 492 de M. Mauvieux à l'article 4 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,rejeté
VTANR5L16V1320,l'amendement n° 105 de Mme Lechanteux à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26942,rejeté
VTANR5L16V1205,l'article premier du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-15,RUANR5L16S2023IDS26882,adopté
VTANR5L16V531,l'amendement n° 605 de M. Philippe Brun à l'article 4 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,adopté
VTANR5L16V758,l'amendement n° 1547 de M. Jumel à l'article 12 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,rejeté
VTANR5L16V1633,l'amendement n° 1605 de M. Blanchet à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27075,adopté
VTANR5L16V220,l'amendement n° 219 de M. Pfeffer et les amendements identiques suivants à l'article 3 du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-05,RUANR5L16S2023IDS26381,rejeté
VTANR5L16V355,l'article 3 du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,RUANR5L16S2023IDS26405,adopté
VTANR5L16V1460,"l'article 2 de la proposition de loi portant abrogation de l'obligation vaccinale contre la covid-19 dans les secteurs médicaux, paramédicaux et d'aide à la personne et visant à la réintégration des professionnels et étudiants suspendus (première lecture).",scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27022,adopté
VTANR5L16V972,l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,RUANR5L16S2023IDS26793,rejeté
VTANR5L16V1793,l'amendement n° 30 de M. Blairy après l'article 4 de la proposition de loi visant à renforcer la continuité territoriale en Outre-Mer (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27178,rejeté
VTANR5L16V172,l'amendement n° 635 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V674,l'article 1er CBA du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26601,adopté
VTANR5L16V642,l'amendement n° 191 de M. Gonzalez après l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-11-29,RUANR5L16S2023IDS26559,rejeté
VTANR5L16V1203,l'amendement n° 588 de Mme Florence Goulet à l'article premier du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-15,RUANR5L16S2023IDS26881,rejeté
VTANR5L16V1238,l'amendement n° 363 de M. Meurin après l'article 13 du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-16,RUANR5L16S2023IDS26894,rejeté
VTANR5L16V1766,l'article 34 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-06-01,RUANR5L16S2023IDS27084,adopté
VTANR5L16V721,l'amendement n° 2448 de Mme Trouvé à l'article 8 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26607,rejeté
VTANR5L16V1086,l'amendement n° 1646 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V295,l'amendement n° 3224 de Mme Colboc après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26395,adopté
VTANR5L16V1562,l'amendement n° 82 de M. Delautrette après l'article 20 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté
VTANR5L16V43,l'amendement n° 844 de Mme Guetté après l'article 4 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-20,RUANR5L16S2022IDS26208,rejeté
VTANR5L16V481,l'amendement n° 1146 de M. Kamardine à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté
VTANR5L16V1248,l'article premier du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-21,RUANR5L16S2023IDS26887,adopté
VTANR5L16V1524,l'article 7 ter de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27058,adopté
VTANR5L16V931,l'ensemble de la proposition de loi visant à assurer un repas à un euro pour tous les étudiants (première lecture).,scrutin public ordinaire,2023-02-09,RUANR5L16S2023IDS26784,rejeté
VTANR5L16V559,l'amendement n° 3 de M. Maillot et l'amendement identique suivant à l'article 2 de la proposition de loi visant à accompagner la mise en place de comités sociaux et économiques à la Poste (première lecture).,scrutin public ordinaire,2022-11-14,RUANR5L16S2023IDS26547,rejeté
VTANR5L16V885,"l'article 26 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,RUANR5L16S2023IDS26738,adopté
VTANR5L16V478,l'amendement n° 776 de M. Nilor à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V1685,l'amendement n° 480 de M. Lachaud et l'amendement identique suivant à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27079,rejeté
VTANR5L16V750,l'amendement n° 1332 de M. Viry et l'amendement identique suivant après l'article 11 nonies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,adopté
VTANR5L16V326,l'amendement n° 1039 de M. Sansu après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,RUANR5L16S2023IDS26398,rejeté
VTANR5L16V1308,l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,RUANR5L16S2023IDS26940,adopté
VTANR5L16V1732,l'article 23 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,adopté
VTANR5L16V328,l'amendement n° 2663 de Mme Pires Beaune après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,RUANR5L16S2023IDS26398,rejeté
VTANR5L16V31,l'amendement n° 617 de M. Dharréville à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-19,RUANR5L16S2022IDS26206,adopté
VTANR5L16V982,l'amendement n° 16464 de Mme Tabarot après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26795,rejeté
VTANR5L16V27,l'amendement n° 895 de Mme Guetté à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-18,RUANR5L16S2022IDS26205,rejeté
VTANR5L16V1600,l'amendement n° 1333 de Mme Thomin à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27071,adopté
VTANR5L16V1264,l'amendement n° 148 de M. Vicot à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-22,RUANR5L16S2023IDS26889,rejeté
VTANR5L16V817,l'amendement n° 1782 de M. Potier après l'article 28 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26641,adopté
VTANR5L16V575,l'amendement n° 761 de M. de Lépinau à l'article 6 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-15,RUANR5L16S2023IDS26501,rejeté
VTANR5L16V322,l'amendement n° 2451 de Mme Sas après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,RUANR5L16S2023IDS26398,rejeté
VTANR5L16V368,l'amendement n° 608 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,rejeté
VTANR5L16V1201,l'amendement de suppression n° 3 de Mme Laernoes et l'amendement identique suivant à l'article premier du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-15,RUANR5L16S2023IDS26881,rejeté
VTANR5L16V1089,l'amendement n° 3480 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V1157,l'amendement de suppression n° 2 de Mme Laernoes et les amendements identiques suivants à l'article premier A du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26877,rejeté
VTANR5L16V608,l'amendement n° 717 de M. Houssin à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26550,rejeté
VTANR5L16V1543,l'amendement n° 113 de M. Tivoli à l'article 15 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-16,RUANR5L16S2023IDS27060,rejeté
VTANR5L16V1036,l'amendement n° 3296 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V971,l'amendement n° 19727 de M. Christophe à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,RUANR5L16S2023IDS26793,adopté
VTANR5L16V389,l'article 36 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,RUANR5L16S2023IDS26463,adopté
VTANR5L16V1172,l'amendement n° 348 de M. Meurin à l'article 1er D du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26878,rejeté
VTANR5L16V744,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mme Mathilde Panot et 74 membres de l'Assemblée.",scrutin public solennel,2022-12-11,RUANR5L16S2023IDS26718,rejeté
VTANR5L16V1051,l'amendement n° 3305 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V637,le sous-amendement n° 203 de M. Balanant à l'amendement n° 120 de M. Martineau à l'article 4 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-11-29,RUANR5L16S2023IDS26559,rejeté
VTANR5L16V606,l'amendement n° 1189 de M. Berteloot à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-17,RUANR5L16S2023IDS26506,rejeté
VTANR5L16V1801,l'ensemble de la proposition de loi visant à faciliter le passage et l'obtention de l'examen du permis de conduire (deuxième lecture).,scrutin public ordinaire,2023-06-12,RUANR5L16S2023IDS27237,adopté
VTANR5L16V40,l'amendement n° 943 de M. Ruffin après l'article 4 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-20,RUANR5L16S2022IDS26208,rejeté
VTANR5L16V282,l'amendement n° 1452 de M. Naegelen après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,rejeté
